episode,entropy
0,2.477890216387235
1,2.4762445963346043
2,2.475473789068369
3,2.471990255209116
4,2.467909959646372
5,2.4661912734691915
6,2.4657144729907694
7,2.462476583627554
8,2.4584672084221473
9,2.4537134904127855
10,2.4488104856931248
11,2.44528605387761
12,2.437347705547626
13,2.434410186914297
14,2.4290637969970703
15,2.4238831446721005
16,2.4223249508784366
17,2.423174949792715
18,2.4227845668792725
19,2.425665250191322
20,2.4283902645111084
21,2.4319456357222338
22,2.4346482570354757
23,2.436685562133789
24,2.4364386155055118
25,2.436920789571909
26,2.4361637922433705
27,2.433227227284358
28,2.431929900096013
29,2.4292243994199314
30,2.4301014863527737
31,2.4270345247708836
32,2.422087210875291
33,2.4196506096766544
34,2.416789403328529
35,2.411264786353478
36,2.4077285619882436
37,2.401949460689838
38,2.397237099134005
39,2.390087842941284
40,2.386999955544105
41,2.386130296266996
42,2.3825277181772084
43,2.3807340218470645
44,2.3803533040560207
45,2.3763468265533447
46,2.378720925404475
47,2.375861112888043
48,2.375569453606239
49,2.3791104646829457
50,2.3831086342151346
51,2.3862049396221456
52,2.3907139484698954
53,2.392999392289382
54,2.3951261043548584
55,2.398202731059148
56,2.4011560403383694
57,2.403809675803551
58,2.4061556412623477
59,2.4088118076324463
60,2.408046612372765
61,2.4080845759465146
62,2.409439196953407
63,2.409514170426589
64,2.407199474481436
65,2.406112414139968
66,2.4044337272644043
67,2.402011486200186
68,2.3984024157890906
69,2.3957715034484863
70,2.39529064985422
71,2.393772161923922
72,2.39305173433744
73,2.392997466600858
74,2.3913637491372914
75,2.387406212942941
76,2.394086342591506
77,2.3970268873068004
78,2.3994562259087195
79,2.400984580700214
80,2.4044558818523702
81,2.4059306474832387
82,2.406631267987765
83,2.4054867304288425
84,2.4058008927565355
85,2.4060961649968076
86,2.4084946375626783
87,2.4063036808600793
88,2.4084176283616285
89,2.410970541147085
90,2.4112730576441836
91,2.411417080805852
92,2.4121482372283936
93,2.4098177689772387
94,2.4096477948702297
95,2.4065671884096584
96,2.4045623815976658
97,2.401573584629939
98,2.400081469462468
99,2.3989552534543552
100,2.3973551163306603
101,2.399465487553523
102,2.404000153908363
103,2.4082605105180006
104,2.409964378063495
105,2.4107057864849386
106,2.4111403135152965
107,2.4117247508122373
108,2.4149099680093618
109,2.416363972883958
110,2.4142905382009654
111,2.412624707588783
112,2.412101672245906
113,2.4099681560809794
114,2.4072167506584754
115,2.4086855008051944
116,2.4056909634516788
117,2.4080668412722073
118,2.4097814900534495
119,2.4101612201103797
120,2.411718863707322
121,2.4093250311337986
122,2.407629343179556
123,2.4114470115074744
124,2.4094542356637807
125,2.4091806411743164
126,2.410005312699538
127,2.411094903945923
128,2.4101735811967115
129,2.4106514087090125
130,2.4094326129326453
131,2.4078463407663198
132,2.404277104597825
133,2.404202864720271
134,2.4006023590381327
135,2.3966895983769345
136,2.3934624195098877
137,2.3920711187215953
138,2.388841207210834
139,2.386535039314857
140,2.3856197687295766
141,2.3812580292041483
142,2.3759331703186035
143,2.3737926483154297
144,2.3709377142099233
145,2.367321803019597
146,2.3644212576059194
147,2.364272264333872
148,2.360032705160288
149,2.3617011583768406
150,2.36625442138085
151,2.3633053302764893
152,2.363064197393564
153,2.360150557297927
154,2.3585512821490946
155,2.3504514327416053
156,2.349912221615131
157,2.3440032922304592
158,2.336086731690627
159,2.3246495723724365
160,2.321576338547927
161,2.3129754066467285
162,2.2945179755871115
163,2.2853983548971324
164,2.272419177568876
165,2.2622041335472693
166,2.2601805283473086
167,2.2572898131150465
168,2.2581870005680966
169,2.2589033383589525
170,2.2637881499070387
171,2.26686429977417
172,2.2706858011392446
173,2.2644112293536844
174,2.262259611716637
175,2.2646085298978367
176,2.269762497681838
177,2.2642089953789344
178,2.262611664258517
179,2.2580197040851298
180,2.2433419410999003
181,2.2398624420166016
182,2.233679404625526
183,2.219003732387836
184,2.205795398125282
185,2.182664394378662
186,2.164699884561392
187,2.1593398864452658
188,2.1487309565910926
189,2.131498850308932
190,2.121804897601788
191,2.1038047717167783
192,2.086033527667706
193,2.076057947598971
194,2.076383719077477
195,2.0725671511430006
196,2.07251552435068
197,2.0769248008728027
198,2.0944918118990383
199,2.102744560975295
200,2.125629425048828
201,2.133883934754592
202,2.1638139211214504
203,2.1798937137310324
204,2.1976323311145487
205,2.2196261149186354
206,2.2293740052443285
207,2.235651896550105
208,2.254584380558559
209,2.272375767047589
210,2.2872903163616476
211,2.299001253568209
212,2.3122325310340295
213,2.3287792939406176
214,2.344032104198749
215,2.3574506686283994
216,2.364933270674485
217,2.3730729543245754
218,2.3784505954155555
219,2.384146268551166
220,2.3883850941291223
221,2.390898062632634
222,2.3916756006387563
223,2.392101471240704
224,2.392356120623075
225,2.391862685863788
226,2.393936670743502
227,2.3904553009913516
228,2.3909443341768704
229,2.3907559651594896
230,2.3913476100334754
231,2.3921027917128344
232,2.3881169099074144
233,2.3847502011519213
234,2.3839264466212344
235,2.3802072818462667
236,2.3755734333625207
237,2.370124651835515
238,2.3681898300464335
239,2.366343461550199
240,2.364557431294368
241,2.3565451365250807
242,2.3502523715679464
243,2.348435401916504
244,2.344020568407499
245,2.3418814769157996
246,2.348388726894672
247,2.348270141161405
248,2.3522227177253137
249,2.351808951451228
250,2.3556869946993313
251,2.350551256766686
252,2.346719815180852
253,2.344244443453275
254,2.338687401551467
255,2.3296912816854625
256,2.3219881791334887
257,2.314267250207754
258,2.3008486857781043
