episode,reward
0,138.72527472527472
1,166.92307692307693
2,183.3186813186813
3,166.7912087912088
4,158.65934065934064
5,164.96703296703296
6,156.6153846153846
7,156.39560439560438
8,165.16483516483515
9,155.71428571428572
10,155.5164835164835
11,147.64835164835165
12,186.06593406593407
13,174.48351648351647
14,177.05494505494505
15,165.78021978021977
16,187.36263736263737
17,157.75824175824175
18,186.30769230769232
19,167.14285714285714
20,167.93406593406593
21,166.98901098901098
22,148.63736263736263
23,148.9230769230769
24,176.06593406593407
25,168.83516483516485
26,136.1978021978022
27,177.45054945054946
28,159.05494505494505
29,176.98901098901098
30,156.32967032967034
31,148.7912087912088
32,131.12087912087912
33,149.95604395604397
34,157.3846153846154
35,146.35164835164835
36,166.46153846153845
37,166.02197802197801
38,156.06593406593407
39,166.9230769230769
40,166.54945054945054
41,157.69230769230768
42,155.45054945054946
43,174.26373626373626
44,157.58241758241758
45,155.62637362637363
46,153.73626373626374
47,147.58241758241758
48,146.7032967032967
49,169.01098901098902
50,138.76923076923077
51,157.97802197802199
52,154.5054945054945
53,138.98901098901098
54,166.32967032967034
55,174.3296703296703
56,153.23076923076923
57,138.41758241758242
58,157.8021978021978
59,186.74725274725273
60,167.05494505494505
61,164.54945054945054
62,157.64835164835165
63,167.5164835164835
64,176.7912087912088
65,156.87912087912088
66,157.69230769230768
67,157.58241758241758
68,158.30769230769232
69,165.07692307692307
70,176.5934065934066
71,130.41758241758242
72,157.25274725274724
73,129.53846153846155
74,128.17582417582418
75,138.85714285714286
76,160.35164835164835
77,157.8901098901099
78,167.34065934065933
79,176.46153846153845
80,156.5934065934066
81,158.43956043956044
82,148.26373626373626
83,176.52747252747253
84,157.07692307692307
85,158.76923076923077
86,176.24175824175825
87,155.01098901098902
88,170.6813186813187
89,156.17582417582418
90,118.79120879120879
91,156.83516483516485
92,168.1978021978022
93,157.2087912087912
94,166.1978021978022
95,166.57142857142858
96,168.1978021978022
97,147.86813186813185
98,167.82417582417582
99,157.16483516483515
100,157.6043956043956
101,167.34065934065933
102,158.30769230769232
103,176.9230769230769
104,168.65934065934067
105,148.87912087912088
106,158.96703296703296
107,175.36263736263737
108,168.96703296703296
109,158.28571428571428
110,158.30769230769232
111,148.5054945054945
112,185.42857142857142
113,146.5054945054945
114,167.12087912087912
115,185.97802197802199
116,159.23076923076923
117,168.1978021978022
118,186.37362637362637
119,167.42857142857144
120,168.83516483516485
121,158.1098901098901
122,187.16483516483515
123,176.37362637362637
124,146.65934065934067
125,183.93406593406593
126,168.26373626373626
127,176.6813186813187
128,147.71428571428572
129,174.35164835164835
130,166.7032967032967
131,147.5164835164835
132,169.5164835164835
133,169.5164835164835
134,149.23076923076923
135,137.69230769230768
136,149.84615384615384
137,166.92307692307693
138,177.3846153846154
139,158.2197802197802
140,166.35164835164835
141,147.05494505494505
142,158.1978021978022
143,134.0
144,157.56043956043956
145,168.92307692307693
146,185.8901098901099
147,137.56043956043956
148,149.75824175824175
149,157.3846153846154
150,157.03296703296704
151,187.53846153846155
152,148.72527472527472
153,187.25274725274727
154,146.41758241758242
155,137.12087912087912
156,167.1868131868132
157,186.85714285714286
158,162.65934065934064
159,185.67032967032966
160,156.52747252747253
161,166.8131868131868
162,166.98901098901098
163,138.06593406593407
164,186.41758241758242
165,129.36263736263737
166,185.03296703296704
167,167.01098901098902
168,146.57142857142858
169,156.39560439560438
170,138.5934065934066
171,184.46153846153845
172,128.63736263736263
173,147.53846153846155
174,167.42857142857142
175,136.5934065934066
176,130.0879120879121
177,157.1868131868132
178,185.27472527472528
179,177.3186813186813
180,159.62637362637363
181,156.72527472527472
182,187.62637362637363
183,148.0
184,159.03296703296704
185,145.7802197802198
186,168.6153846153846
187,185.25274725274724
188,169.27472527472528
189,169.8901098901099
190,148.2197802197802
191,158.63736263736263
192,152.0
193,186.17582417582418
194,155.86813186813185
195,168.9010989010989
196,167.25274725274724
197,176.41758241758242
198,146.94505494505495
199,188.06593406593407
200,166.92307692307693
201,156.6153846153846
202,138.7032967032967
203,157.4065934065934
204,165.0989010989011
205,147.2967032967033
206,168.76923076923077
207,158.26373626373626
208,156.9010989010989
209,182.43956043956044
210,129.84615384615384
211,177.9120879120879
212,167.8901098901099
213,149.97802197802199
214,165.75824175824175
215,185.82417582417582
216,149.0989010989011
217,147.73626373626374
218,146.87912087912088
219,177.69230769230768
220,177.93406593406593
221,164.63736263736263
222,165.93406593406593
223,146.0
224,125.95604395604396
225,137.86813186813188
226,175.1868131868132
227,186.02197802197801
228,144.41758241758242
229,140.85714285714286
230,128.96703296703296
231,168.37362637362637
232,157.45054945054946
233,108.94505494505495
234,170.1098901098901
235,169.16483516483515
236,126.96703296703296
237,185.58241758241758
238,156.5054945054945
239,108.38461538461539
240,165.14285714285714
241,175.47252747252747
242,168.0
243,138.72527472527472
244,155.34065934065933
245,167.2967032967033
246,145.07692307692307
247,157.9120879120879
248,157.4945054945055
249,157.36263736263737
250,145.95604395604394
251,168.74725274725276
252,136.92307692307693
253,174.94505494505495
254,176.26373626373626
255,146.35164835164835
256,157.2087912087912
257,165.5164835164835
258,156.7912087912088
259,174.9010989010989
260,159.84615384615384
261,177.05494505494505
262,166.65934065934064
263,144.3076923076923
264,176.17582417582418
265,177.4945054945055
266,155.82417582417582
267,139.36263736263737
268,147.47252747252747
269,156.24175824175825
270,158.0879120879121
271,145.34065934065933
272,186.92307692307693
273,167.0989010989011
274,147.9120879120879
275,165.4945054945055
276,139.03296703296704
277,139.2087912087912
278,157.23076923076923
279,165.14285714285714
280,156.41758241758242
281,185.42857142857142
282,158.54945054945054
283,166.52747252747253
284,140.21978021978023
285,176.32967032967034
286,169.03296703296704
287,158.5054945054945
288,186.74725274725273
289,159.14285714285714
290,148.13186813186815
291,167.25274725274724
292,164.76923076923077
