episode,reward
0,144.21977949142456
1,160.02197647094727
2,146.21977853775024
3,157.8021957874298
4,169.47252655029297
5,168.41758155822754
6,167.29670238494873
7,159.1648337841034
8,177.40659308433533
9,137.99999833106995
10,187.51648235321045
11,175.03296756744385
12,176.68131732940674
13,168.2637357711792
14,169.0989007949829
15,156.83516335487366
16,153.62637162208557
17,158.90109825134277
18,160.2637357711792
19,130.87912034988403
20,150.59340596199036
21,184.43956089019775
22,173.99999833106995
23,177.42857265472412
24,166.72527360916138
25,147.9999976158142
26,188.46153926849365
27,168.10988807678223
28,157.16483449935913
29,148.021977186203
30,157.20879101753235
31,165.95604181289673
32,170.5494499206543
33,175.36263585090637
34,185.91208744049072
35,166.10988807678223
36,176.98900985717773
37,147.71428442001343
38,148.7252733707428
39,137.53846073150635
40,188.13186645507812
41,166.21977925300598
42,138.85714197158813
43,127.40659236907959
44,159.31868052482605
45,165.7582402229309
46,167.49450397491455
47,128.65933895111084
48,169.73626327514648
49,168.74725151062012
50,168.06593227386475
51,157.47252655029297
52,176.08790969848633
53,167.18681240081787
54,159.1428565979004
55,149.82417559623718
56,155.58241748809814
57,158.68131828308105
58,155.84615421295166
59,137.076922416687
60,186.35164737701416
61,146.32966923713684
62,138.8351640701294
63,166.24175643920898
64,136.8131856918335
65,148.68131852149963
66,186.04395389556885
67,170.15384578704834
68,158.9450535774231
69,156.307692527771
70,168.19780158996582
71,149.03296613693237
72,137.3626365661621
73,188.30769157409668
74,137.51648330688477
75,156.06593298912048
76,158.7472517490387
77,148.87911939620972
78,169.53846073150635
79,147.56043910980225
80,141.27472400665283
81,127.40659236907959
82,186.70329666137695
83,166.8131866455078
84,156.81318736076355
85,138.0879111289978
86,169.78021907806396
87,145.5164828300476
88,156.30769085884094
89,159.09890031814575
90,148.10988903045654
91,168.8131866455078
92,139.64835166931152
93,167.82417488098145
94,124.13186645507812
95,134.5714282989502
96,168.30769062042236
97,169.53846073150635
98,157.27472376823425
99,157.20878982543945
100,147.2967028617859
101,167.3406572341919
102,166.26373481750488
103,129.20878887176514
104,169.20878982543945
105,185.0988998413086
106,175.7362642288208
107,129.97802066802979
108,159.51648259162903
109,187.20879077911377
110,140.5494499206543
111,129.4065933227539
112,158.50549411773682
113,148.02197694778442
114,138.7252745628357
115,165.60439491271973
116,151.51648330688477
117,129.82417488098145
118,159.51648211479187
119,139.01098823547363
120,129.71428537368774
121,156.96703267097473
122,185.03296566009521
123,139.47252655029297
124,169.1428565979004
125,137.7802186012268
126,159.27472496032715
127,167.9780216217041
128,167.6043939590454
129,187.9560432434082
130,156.15384483337402
131,148.17582249641418
132,139.8901081085205
133,157.384614944458
134,129.51648330688477
135,166.59340572357178
136,167.3626365661621
137,117.31868100166321
138,158.48351550102234
139,170.10988903045654
140,167.25274562835693
141,157.3186798095703
142,158.9890100955963
143,167.91208696365356
144,169.84615325927734
145,159.4065923690796
146,118.43955945968628
147,167.1208782196045
148,118.21977877616882
149,147.6043951511383
150,117.97802138328552
151,132.02197813987732
152,164.39560222625732
153,160.59340596199036
154,150.1098895072937
155,149.0549442768097
156,149.01098775863647
157,167.40659141540527
158,139.78021907806396
159,187.53846073150635
160,140.92307662963867
161,117.64834976196289
162,140.17582249641418
163,147.91208696365356
164,148.65934085845947
165,160.90109944343567
166,139.45054864883423
167,168.68131828308105
168,169.9340648651123
169,168.59340572357178
170,157.40659046173096
171,157.42857098579407
172,146.68131685256958
173,148.32966876029968
174,158.35164737701416
175,136.15384554862976
176,169.0549440383911
177,165.010986328125
178,161.20879006385803
179,148.7252733707428
180,160.8131856918335
181,137.09890031814575
182,129.16483402252197
183,186.63735961914062
184,158.94505381584167
185,158.06593346595764
186,167.51648139953613
187,175.318678855896
188,158.65933918952942
189,165.42856884002686
190,157.80219554901123
191,186.61538410186768
192,160.39560317993164
193,169.25274562835693
194,167.27472305297852
195,149.6703290939331
196,167.23076629638672
197,131.7582426071167
198,157.4945046901703
199,126.96703243255615
200,157.99999809265137
201,137.91208672523499
202,157.23076701164246
203,168.1758222579956
204,169.27472400665283
205,168.2197790145874
206,159.6483507156372
207,187.8461513519287
208,145.73626279830933
209,149.07692217826843
210,150.17582321166992
211,117.38461446762085
212,159.67032933235168
213,158.72527408599854
214,169.6483507156372
215,166.02197647094727
216,187.07692432403564
217,157.7142848968506
218,139.78021883964539
219,149.20878982543945
220,166.96703052520752
221,156.7032973766327
222,148.83516335487366
223,157.58241629600525
224,148.74725103378296
225,168.26373481750488
226,145.40659165382385
227,169.29670333862305
228,166.17582082748413
229,167.6703290939331
230,156.46153831481934
231,155.69230580329895
232,169.23076915740967
233,158.21977829933167
234,169.9560422897339
235,160.5274715423584
236,139.49450516700745
237,157.45054864883423
238,138.7032961845398
239,169.6483507156372
240,157.84615349769592
241,168.46153736114502
242,167.3626356124878
243,166.92307662963867
244,117.56043910980225
245,159.6483509540558
246,156.59340476989746
247,165.86813163757324
248,165.42857003211975
249,136.0219759941101
250,136.5494487285614
251,128.021977186203
252,151.0109887123108
253,144.02197647094727
254,158.28571224212646
255,187.1428565979004
256,168.70329475402832
257,166.50549221038818
258,157.58241629600525
259,167.73626136779785
260,167.09889888763428
261,186.90109729766846
262,157.6263723373413
263,158.87911915779114
264,100.74725151062012
265,157.25274658203125
266,137.09889888763428
267,155.12087655067444
268,157.9780204296112
